,PLAYER,SEASON,TEAM,Cluster,MIN
553,Gerald Wallace,2002-03,SAC,0,12.2
554,Mark Jackson,2002-03,UTA,0,17.9
555,DeShawn Stevenson,2002-03,UTA,0,12.5
556,Damon Jones,2002-03,SAC,0,14.5
557,Kelvin Cato,2002-03,HOU,3,17.2
558,Melvin Ely,2002-03,LAC,0,15.4
559,Bryon Russell,2002-03,WAS,0,19.9
560,George Lynch,2002-03,NOH,0,18.5
561,Wang Zhi-zhi,2002-03,LAC,0,10.0
562,Samaki Walker,2002-03,LAL,3,18.6
563,Slava Medvedenko,2002-03,LAL,0,10.7
564,Adrian Griffin,2002-03,DAL,0,18.5
565,Michael Doleac,2002-03,NYK,0,13.9
566,Moochie Norris,2002-03,HOU,0,16.8
567,Pat Burke,2002-03,ORL,0,12.7
568,Sean Rooks,2002-03,LAC,3,19.2
569,Kevin Willis,2002-03,SAS,0,11.9
570,Trenton Hassell,2002-03,CHI,0,24.4
571,Anthony Johnson,2002-03,NJN,0,12.8
572,Anthony Carter,2002-03,MIA,0,18.6
573,Jerome Moiso,2002-03,NOH,3,12.5
574,Steve Kerr,2002-03,SAS,0,12.7
575,Scott Williams,2002-03,PHX,0,12.7
576,Brevin Knight,2002-03,MEM,0,16.9
577,Nikoloz Tskitishvili,2002-03,DEN,0,16.3
578,Robert Traylor,2002-03,NOH,3,12.3
579,Chris Jefferies,2002-03,TOR,0,13.1
580,Jake Voskuhl,2002-03,PHX,0,14.6
581,Antonio Daniels,2002-03,POR,0,13.0
582,Chris Wilcox,2002-03,LAC,0,10.4
583,Terence Morris,2002-03,HOU,0,12.9
584,Dan Dickau,2002-03,ATL,0,10.4
585,Ryan Bowen,2002-03,DEN,0,16.1
586,Brian Shaw,2002-03,LAL,0,12.5
587,Dan Gadzuric,2002-03,MIL,0,15.5
588,Tayshaun Prince,2002-03,DET,0,10.4
589,Avery Johnson,2002-03,DAL,0,8.9
590,Mark Madsen,2002-03,LAL,0,14.5
591,Mike Wilks,2002-03,MIN,0,15.0
592,Reggie Evans,2002-03,SEA,3,20.4
593,Raja Bell,2002-03,DAL,0,15.7
594,Brian Scalabrine,2002-03,NJN,0,12.2
595,Dan Langhi,2002-03,PHX,0,9.0
596,Stacey Augmon,2002-03,NOH,0,12.3
597,Michael Curry,2002-03,DET,0,19.9
598,Corie Blount,2002-03,CHI,0,16.7
599,Kareem Rush,2002-03,LAL,0,11.5
600,Calvin Booth,2002-03,SEA,0,12.2
601,Kedrick Brown,2002-03,BOS,0,13.1
602,Carlos Arroyo,2002-03,UTA,0,6.5
603,Jeryl Sasser,2002-03,ORL,0,13.7
604,Qyntel Woods,2002-03,POR,0,6.3
605,Darvin Ham,2002-03,ATL,0,12.3
606,Juaquin Hawkins,2002-03,HOU,0,11.7
607,Fred Hoiberg,2002-03,CHI,0,12.5
608,Jermaine Jackson,2002-03,ATL,0,10.5
609,Ervin Johnson,2002-03,MIL,0,17.0
610,Jeff Foster,2002-03,IND,0,10.4
611,Ansu Sesay,2002-03,SEA,0,9.9
612,John Salmons,2002-03,PHI,0,7.7
613,John Amaechi,2002-03,UTA,0,9.5
614,Ryan Humphrey,2002-03,MEM,0,9.2
615,Igor Rakocevic,2002-03,MIN,0,5.7
616,Hubert Davis,2002-03,DET,0,7.5
617,Danny Ferry,2002-03,SAS,0,9.2
618,Charles Oakley,2002-03,WAS,0,12.3
619,Grant Long,2002-03,BOS,0,11.9
620,DeSagana Diop,2002-03,CLE,0,11.8
621,Michael Stewart,2002-03,CLE,0,5.3
622,Tracy McGrady,2003-04,ORL,1,40.1
623,Allen Iverson,2003-04,PHI,1,42.6
624,Peja Stojakovic,2003-04,SAC,1,40.4
625,Kevin Garnett,2003-04,MIN,2,39.5
626,Kobe Bryant,2003-04,LAL,2,37.7
627,Ray Allen,2003-04,SEA,2,38.5
628,Paul Pierce,2003-04,BOS,2,38.7
629,Baron Davis,2003-04,NOH,1,40.1
630,Vince Carter,2003-04,TOR,1,38.2
631,Tim Duncan,2003-04,SAS,1,36.6
632,Dirk Nowitzki,2003-04,DAL,1,37.9
633,Michael Redd,2003-04,MIL,1,36.8
634,Shaquille O'Neal,2003-04,LAL,1,36.8
635,Carmelo Anthony,2003-04,DEN,1,36.5
636,LeBron James,2003-04,CLE,1,39.6
637,Corey Maggette,2003-04,LAC,1,36.0
638,Amar'e Stoudemire,2003-04,PHX,1,36.8
639,Stephon Marbury,2003-04,NYK,1,40.2
640,Jermaine O'Neal,2003-04,IND,1,35.8
641,Zach Randolph,2003-04,POR,1,37.9
642,Elton Brand,2003-04,LAC,1,38.8
643,Sam Cassell,2003-04,MIN,2,35.2
644,Gilbert Arenas,2003-04,WAS,2,37.6
645,Shawn Marion,2003-04,PHX,1,40.6
646,Larry Hughes,2003-04,WAS,1,33.9
647,Jason Richardson,2003-04,GSW,1,37.7
648,Michael Finley,2003-04,DAL,1,38.6
649,Allan Houston,2003-04,NYK,1,35.9
650,Richard Jefferson,2003-04,NJN,1,38.2
651,Mike Bibby,2003-04,SAC,1,36.4
652,Metta World Peace,2003-04,IND,1,37.2
653,Stephen Jackson,2003-04,ATL,1,36.8
654,Rashard Lewis,2003-04,SEA,1,36.7
655,Pau Gasol,2003-04,MEM,1,31.4
656,Richard Hamilton,2003-04,DET,1,35.7
657,Yao Ming,2003-04,HOU,1,32.9
658,Eddie Jones,2003-04,MIA,1,37.0
659,Jamal Crawford,2003-04,CHI,1,35.2
660,Quentin Richardson,2003-04,LAC,1,36.0
661,Lamar Odom,2003-04,MIA,2,37.5
662,Juwan Howard,2003-04,ORL,1,35.6
663,Chauncey Billups,2003-04,DET,2,35.5
664,Jason Terry,2003-04,ATL,1,37.2
665,Latrell Sprewell,2003-04,MIN,1,37.8
666,Kenyon Martin,2003-04,NJN,1,34.7
667,Joe Johnson,2003-04,PHX,1,40.7
668,Glenn Robinson,2003-04,PHI,1,32.0
669,Steve Francis,2003-04,HOU,1,40.5
670,Andrei Kirilenko,2003-04,UTA,1,37.3
671,Shareef Abdur-Rahim,2003-04,POR,1,31.7
672,Dwyane Wade,2003-04,MIA,1,35.0
673,Keith Van Horn,2003-04,MIL,1,32.5
674,Rasheed Wallace,2003-04,DET,1,35.2
675,Cuttino Mobley,2003-04,HOU,1,40.4
676,Carlos Boozer,2003-04,CLE,1,34.6
677,Jalen Rose,2003-04,TOR,1,38.1
678,Jason Kidd,2003-04,NJN,2,36.8
679,Zydrunas Ilgauskas,2003-04,CLE,1,31.4
680,Andre Miller,2003-04,DEN,2,34.7
681,Antawn Jamison,2003-04,DAL,1,29.0
682,Tim Thomas,2003-04,NYK,1,31.7
683,Donyell Marshall,2003-04,TOR,1,36.4
684,Eddy Curry,2003-04,CHI,3,29.6
685,Tony Parker,2003-04,SAS,1,34.4
686,Gary Payton,2003-04,LAL,2,34.6
687,Steve Nash,2003-04,DAL,2,33.5
688,Ricky Davis,2003-04,BOS,1,31.3
689,Desmond Mason,2003-04,MIL,3,30.9
690,Voshon Lenard,2003-04,DEN,1,30.7
691,Brad Miller,2003-04,SAC,2,36.5
692,Antoine Walker,2003-04,DAL,2,34.6
693,David Wesley,2003-04,NOH,1,32.9
694,Bobby Jackson,2003-04,SAC,1,23.8
695,James Posey,2003-04,MEM,1,29.8
696,Jamaal Magloire,2003-04,NOH,1,34.1
697,Derek Anderson,2003-04,POR,1,35.5
698,Kenny Thomas,2003-04,PHI,1,36.5
699,Damon Stoudamire,2003-04,POR,1,38.1
700,Al Harrington,2003-04,IND,3,30.9
701,Karl Malone,2003-04,LAL,2,32.8
702,Kerry Kittles,2003-04,NJN,1,34.7
703,Jim Jackson,2003-04,HOU,1,39.0
704,Manu Ginobili,2003-04,SAS,1,29.3
705,Carlos Arroyo,2003-04,UTA,1,28.2
706,Flip Murray,2003-04,SEA,1,24.7
707,Erick Dampier,2003-04,GSW,1,32.5
708,Bonzi Wells,2003-04,MEM,1,26.0
709,Kirk Hinrich,2003-04,CHI,2,35.6
710,Vladimir Radmanovic,2003-04,SEA,1,30.2
711,Jeff McInnis,2003-04,CLE,1,34.0
712,Clifford Robinson,2003-04,GSW,1,34.7
713,Nene,2003-04,DEN,1,32.6
714,Mike Dunleavy,2003-04,GSW,1,31.2
715,Drew Gooden,2003-04,ORL,3,27.1
716,Maurice Taylor,2003-04,HOU,3,27.7
717,Chris Bosh,2003-04,TOR,1,33.6
718,DeShawn Stevenson,2003-04,ORL,1,30.6
719,Gordan Giricek,2003-04,UTA,1,28.0
720,Raja Bell,2003-04,UTA,1,24.6
721,Kurt Thomas,2003-04,NYK,3,31.8
722,Mike Miller,2003-04,MEM,1,27.1
723,Joe Smith,2003-04,MIL,3,29.7
724,Darius Miles,2003-04,POR,0,26.3
725,Kwame Brown,2003-04,WAS,1,30.1
726,Jason Williams,2003-04,MEM,1,29.3
727,Brent Barry,2003-04,SEA,1,30.6
728,Darrell Armstrong,2003-04,NOH,1,28.4
729,Speedy Claxton,2003-04,GSW,1,26.6
730,Brian Skinner,2003-04,MIL,3,28.2
731,Tyronn Lue,2003-04,ORL,1,30.7
732,P.J. Brown,2003-04,NOH,3,34.5
733,Eric Snow,2003-04,PHI,1,36.3
734,Mark Blount,2003-04,BOS,3,29.3
735,Tayshaun Prince,2003-04,DET,1,32.9
736,Earl Boykins,2003-04,DEN,0,22.4
737,Rafer Alston,2003-04,MIA,1,31.5
738,Chris Crawford,2003-04,ATL,0,21.6
739,Doug Christie,2003-04,SAC,1,33.9
740,Eric Williams,2003-04,CLE,1,26.5
741,Reggie Miller,2003-04,IND,0,28.3
742,Vlade Divac,2003-04,SAC,2,28.6
743,Vin Baker,2003-04,NYK,3,24.5
744,Brian Cardinal,2003-04,GSW,1,21.5
745,Kendall Gill,2003-04,CHI,1,25.2
746,Jarvis Hayes,2003-04,WAS,0,29.2
747,Mehmet Okur,2003-04,DET,3,22.4
748,Ben Wallace,2003-04,DET,1,37.8
749,Corliss Williamson,2003-04,DET,3,19.9
750,Stromile Swift,2003-04,MEM,3,19.9
751,Lorenzen Wright,2003-04,MEM,3,25.8
752,Juan Dixon,2003-04,WAS,1,20.8
753,Mike James,2003-04,DET,1,27.1
754,Hedo Turkoglu,2003-04,SAS,1,26.0
755,Jiri Welsch,2003-04,BOS,1,27.0
756,Anfernee Hardaway,2003-04,NYK,0,27.6
757,Aaron McKie,2003-04,PHI,1,28.2
758,Caron Butler,2003-04,MIA,3,29.8
759,Dion Glover,2003-04,TOR,1,23.8
760,Etan Thomas,2003-04,WAS,3,24.0
761,Antonio Davis,2003-04,CHI,3,32.2
762,Alvin Williams,2003-04,TOR,1,31.0
763,Brian Grant,2003-04,MIA,3,30.3
764,Rasho Nesterovic,2003-04,SAS,3,28.8
765,Marcus Camby,2003-04,DEN,3,30.1
766,Chris Wilcox,2003-04,LAC,3,20.6
767,Josh Howard,2003-04,DAL,3,23.7
768,Marko Jaric,2003-04,LAC,1,30.3
769,Marquis Daniels,2003-04,DAL,0,18.5
770,Shane Battier,2003-04,MEM,1,24.7
771,Toni Kukoc,2003-04,MIL,0,20.7
772,Chucky Atkins,2003-04,BOS,0,24.0
773,Jamaal Tinsley,2003-04,IND,1,26.5
774,Slava Medvedenko,2003-04,LAL,3,21.3
775,Morris Peterson,2003-04,TOR,0,26.1
776,Antonio Daniels,2003-04,SEA,0,21.3
777,Samuel Dalembert,2003-04,PHI,3,26.9
778,Shandon Anderson,2003-04,NYK,1,24.6
779,Theo Ratliff,2003-04,POR,3,31.3
780,Malik Rose,2003-04,SAS,3,18.7
781,Leandro Barbosa,2003-04,PHX,0,21.4
782,Walter McCarty,2003-04,BOS,0,24.7
783,Marcus Fizer,2003-04,CHI,3,16.1
784,Rodney Rogers,2003-04,NJN,1,20.5
785,Bobby Simmons,2003-04,LAC,3,24.5
786,Calbert Cheaney,2003-04,GSW,0,26.1
787,Rodney White,2003-04,DEN,0,13.7
788,Bob Sura,2003-04,ATL,2,20.7
789,Nazr Mohammed,2003-04,NYK,3,20.1
790,Devean George,2003-04,LAL,1,23.8
791,Udonis Haslem,2003-04,MIA,3,24.0
792,T.J. Ford,2003-04,MIL,1,27.0
793,Derek Fisher,2003-04,LAL,0,21.5
794,Vitaly Potapenko,2003-04,SEA,3,21.9
795,Damon Jones,2003-04,MIL,0,24.5
796,Raul Lopez,2003-04,UTA,0,19.8
797,Brendan Haywood,2003-04,WAS,3,19.4
798,Ruben Patterson,2003-04,POR,0,22.6
799,Lucious Harris,2003-04,NJN,0,21.8
800,Antonio McDyess,2003-04,PHX,3,22.1
801,Bruce Bowen,2003-04,SAS,1,32.0
802,Willie Green,2003-04,PHI,0,14.5
803,Howard Eisley,2003-04,PHX,1,21.8
804,Keith Bogans,2003-04,ORL,0,24.5
805,Eddie House,2003-04,LAC,0,19.7
806,Greg Ostertag,2003-04,UTA,3,27.6
807,Rasual Butler,2003-04,MIA,0,15.0
808,Eddie Robinson,2003-04,CHI,0,20.1
809,Fred Hoiberg,2003-04,MIN,0,22.7
810,Jake Voskuhl,2003-04,PHX,3,24.2
811,Dajuan Wagner,2003-04,CLE,0,16.1
812,Michael Olowokandi,2003-04,MIN,3,21.5
813,Kareem Rush,2003-04,LAL,0,17.3
814,Chris Mihm,2003-04,BOS,3,17.5
815,Predrag Drobnjak,2003-04,LAC,0,15.6
816,Rod Strickland,2003-04,TOR,0,19.7
817,Aaron Williams,2003-04,NJN,3,18.6
818,Ronald Dupree,2003-04,CHI,3,19.2
819,Keyon Dooling,2003-04,LAC,0,19.5
820,Jerome Williams,2003-04,CHI,3,23.9
821,Anthony Johnson,2003-04,IND,0,22.0
822,Jon Barry,2003-04,DEN,0,19.1
823,Chris Kaman,2003-04,LAC,3,22.6
824,Jeff Foster,2003-04,IND,3,23.8
825,Kelvin Cato,2003-04,HOU,3,25.3
826,Lee Nailon,2003-04,CLE,0,13.7
827,Casey Jacobsen,2003-04,PHX,0,23.5
828,Charlie Ward,2003-04,SAS,0,17.6
829,Kenny Anderson,2003-04,IND,0,20.7
830,Jarron Collins,2003-04,UTA,3,21.4
831,Marcus Banks,2003-04,BOS,0,17.0
832,Jason Collins,2003-04,NJN,3,28.5
833,Steve Blake,2003-04,WAS,0,18.5
834,Christian Laettner,2003-04,WAS,3,20.5
835,Wesley Person,2003-04,ATL,0,17.8
836,Stacey Augmon,2003-04,NOH,0,20.6
837,John Salmons,2003-04,PHI,0,20.6
838,Anthony Peeler,2003-04,SAC,0,18.4
839,Jared Jeffries,2003-04,WAS,3,23.4
840,Earl Watson,2003-04,MEM,1,20.7
841,Dan Gadzuric,2003-04,MIL,3,16.7
842,Tony Battie,2003-04,CLE,3,20.2
843,Dikembe Mutombo,2003-04,NYK,3,23.1
844,Gary Trent,2003-04,MIN,0,15.0
845,Elden Campbell,2003-04,DET,3,13.8
846,Luke Ridnour,2003-04,SEA,0,16.1
847,Erick Strickland,2003-04,MIL,0,13.3
848,Mickael Pietrus,2003-04,GSW,0,14.2
849,Kedrick Brown,2003-04,CLE,0,17.6
850,Robert Traylor,2003-04,NOH,0,13.2
851,Steven Smith,2003-04,NOH,0,13.0
852,Austin Croshere,2003-04,IND,0,13.6
853,Clar. Weatherspoon,2003-04,HOU,3,16.8
854,Trenton Hassell,2003-04,MIN,0,27.9
855,Jerome James,2003-04,SEA,3,15.3
856,Mo Williams,2003-04,UTA,0,13.6
857,Fred Jones,2003-04,IND,0,18.5
858,Calvin Booth,2003-04,SEA,3,16.9
859,Robert Horry,2003-04,SAS,0,15.9
860,Sasha Pavlovic,2003-04,UTA,0,14.4
861,Shammond Williams,2003-04,NOH,0,14.4
862,George Lynch,2003-04,NOH,0,21.7
863,Brevin Knight,2003-04,MIL,0,18.5
864,Bo Outlaw,2003-04,MEM,3,19.7
865,Darius Songaila,2003-04,SAC,3,13.3
866,Avery Johnson,2003-04,GSW,0,13.8
867,Othella Harrington,2003-04,NYK,0,15.6
868,Scott Williams,2003-04,DAL,0,12.4
869,Michael Doleac,2003-04,DEN,0,14.2
870,Boris Diaw,2003-04,ATL,3,25.2
871,Kyle Korver,2003-04,PHI,0,11.6
872,Milt Palacio,2003-04,TOR,0,20.5
873,Dale Davis,2003-04,POR,3,22.2
874,Michael Sweetney,2003-04,NYK,0,11.8
875,Tony Massenburg,2003-04,SAC,0,13.3
876,Malik Allen,2003-04,MIA,0,13.7
877,Linton Johnson,2003-04,CHI,0,17.9
878,Jahidi White,2003-04,PHX,3,14.0
879,Kevin Ollie,2003-04,CLE,0,17.0
880,Zarko Cabarkapa,2003-04,PHX,0,11.7
881,Eric Piatkowski,2003-04,HOU,0,14.3
882,Horace Grant,2003-04,LAL,0,20.2
883,Lonny Baxter,2003-04,WAS,0,12.3
884,Devin Brown,2003-04,SAS,0,10.7
885,Daniel Santiago,2003-04,MIL,0,13.1
886,Bryon Russell,2003-04,LAL,0,13.0
887,Donnell Harvey,2003-04,PHX,0,13.2
888,Ira Newble,2003-04,CLE,0,19.5
889,Corie Blount,2003-04,TOR,0,16.8
890,Frank Williams,2003-04,NYK,0,12.7
891,Danny Fortson,2003-04,DAL,0,11.1
892,David West,2003-04,NOH,3,13.1
893,Jacque Vaughn,2003-04,ATL,0,17.8
894,Melvin Ely,2003-04,LAC,0,12.1
895,Zendon Hamilton,2003-04,PHI,0,10.2
896,Doug Overton,2003-04,LAC,0,17.0
897,Qyntel Woods,2003-04,POR,0,10.7
898,Mark Madsen,2003-04,MIN,0,17.3
899,Moochie Norris,2003-04,NYK,0,12.8
900,Jason Kapono,2003-04,CLE,0,10.3
901,Francisco Elson,2003-04,DEN,0,14.1
902,Ansu Sesay,2003-04,SEA,0,10.1
903,Brian Scalabrine,2003-04,NJN,0,13.3
904,Scott Padgett,2003-04,HOU,0,9.5
905,Chris Andersen,2003-04,DEN,3,14.5
906,Kevin Willis,2003-04,SAS,0,7.7
907,Richie Frahm,2003-04,SEA,0,8.5
908,Jason Hart,2003-04,SAS,0,12.5
909,Shawn Bradley,2003-04,DAL,0,11.6
910,Zaza Pachulia,2003-04,ORL,0,11.2
911,Mitchell Butler,2003-04,WAS,0,13.5
912,Andrew DeClercq,2003-04,ORL,0,17.0
913,Steven Hunter,2003-04,ORL,0,13.4
914,Zoran Planinic,2003-04,NJN,0,9.5
915,Adonal Foyle,2003-04,GSW,0,13.1
916,Greg Buckner,2003-04,PHI,0,13.2
917,Bostjan Nachbar,2003-04,HOU,0,11.3
918,Eduardo Najera,2003-04,DAL,0,12.4
919,Travis Hansen,2003-04,ATL,0,12.4
920,Tom Gugliotta,2003-04,UTA,0,14.9
921,Michael Curry,2003-04,TOR,0,17.5
922,Reggie Evans,2003-04,SEA,3,17.1
923,Travis Best,2003-04,DAL,0,12.5
924,Brandon Armstrong,2003-04,NJN,0,7.6
925,Vladimir Stepania,2003-04,POR,0,10.8
926,Sean Rooks,2003-04,ORL,0,10.7
927,Oliver Miller,2003-04,MIN,0,10.5
928,Mark Jackson,2003-04,HOU,0,13.8
929,Luke Walton,2003-04,LAL,0,10.0
930,DeSagana Diop,2003-04,CLE,0,12.9
931,Michael Ruffin,2003-04,UTA,0,17.8
932,Jumaine Jones,2003-04,BOS,0,8.8
933,Dan Dickau,2003-04,POR,0,6.8
934,Ervin Johnson,2003-04,MIN,0,14.7
935,Amal McCaskill,2003-04,PHI,0,10.7
936,Darvin Ham,2003-04,DET,0,8.7
937,Scot Pollard,2003-04,IND,0,11.1
938,Ryan Bowen,2003-04,DEN,0,7.5
939,Allen Iverson,2004-05,PHI,1,42.3
940,Kobe Bryant,2004-05,LAL,2,40.8
941,LeBron James,2004-05,CLE,2,42.3
942,Dirk Nowitzki,2004-05,DAL,1,38.8
943,Amar'e Stoudemire,2004-05,PHX,1,36.1
944,Tracy McGrady,2004-05,HOU,1,40.9
945,Gilbert Arenas,2004-05,WAS,1,41.0
946,Vince Carter,2004-05,NJN,1,36.9
947,Jermaine O'Neal,2004-05,IND,1,35.0
948,Dwyane Wade,2004-05,MIA,2,38.7
949,Ray Allen,2004-05,SEA,1,39.3
950,Michael Redd,2004-05,MIL,1,38.0
951,Shaquille O'Neal,2004-05,MIA,1,34.2
952,Corey Maggette,2004-05,LAC,1,37.1
953,Kevin Garnett,2004-05,MIN,2,38.1
954,Larry Hughes,2004-05,WAS,2,38.6
955,Stephon Marbury,2004-05,NYK,1,40.2
956,Jason Richardson,2004-05,GSW,1,37.8
957,Paul Pierce,2004-05,BOS,2,36.1
958,Steve Francis,2004-05,ORL,1,38.1
959,Carmelo Anthony,2004-05,DEN,1,34.8
960,Rashard Lewis,2004-05,SEA,1,38.1
961,Tim Duncan,2004-05,SAS,1,33.4
962,Peja Stojakovic,2004-05,SAC,1,38.5
963,Elton Brand,2004-05,LAC,1,37.1
964,Grant Hill,2004-05,ORL,1,35.0
965,Mike Bibby,2004-05,SAC,2,38.6
966,Antawn Jamison,2004-05,WAS,1,38.4
967,Chris Webber,2004-05,PHI,2,35.4
968,Shawn Marion,2004-05,PHX,1,38.8
969,Baron Davis,2004-05,GSW,2,34.4
970,Antoine Walker,2004-05,BOS,1,38.5
971,Zach Randolph,2004-05,POR,1,34.9
972,Richard Hamilton,2004-05,DET,1,38.6
973,Stephen Jackson,2004-05,IND,1,35.2
974,Jalen Rose,2004-05,TOR,1,33.5
975,Yao Ming,2004-05,HOU,1,30.7
976,Carlos Boozer,2004-05,UTA,1,34.9
977,Pau Gasol,2004-05,MEM,1,31.8
978,Jamal Crawford,2004-05,NYK,1,38.4
979,Al Harrington,2004-05,ATL,1,38.6
980,Desmond Mason,2004-05,MIL,3,36.1
981,Cuttino Mobley,2004-05,SAC,1,36.3
982,Joe Johnson,2004-05,PHX,1,39.5
983,Zydrunas Ilgauskas,2004-05,CLE,1,33.5
984,Shareef Abdur-Rahim,2004-05,POR,1,34.7
985,Chris Bosh,2004-05,TOR,1,37.2
986,Tony Parker,2004-05,SAS,1,34.2
987,Chauncey Billups,2004-05,DET,1,35.9
988,Bobby Simmons,2004-05,LAC,1,37.5
989,Eddy Curry,2004-05,CHI,3,28.8
990,Manu Ginobili,2004-05,SAS,1,29.7
991,Ricky Davis,2004-05,BOS,1,32.8
992,Damon Stoudamire,2004-05,POR,2,34.2
993,Michael Finley,2004-05,DAL,1,37.0
994,Kirk Hinrich,2004-05,CHI,1,36.3
995,Brad Miller,2004-05,SAC,1,37.4
996,Andrei Kirilenko,2004-05,UTA,1,33.0
997,Steve Nash,2004-05,PHX,2,34.2
998,Kenyon Martin,2004-05,DEN,1,32.6
999,Caron Butler,2004-05,LAL,1,35.6
1000,Wally Szczerbiak,2004-05,MIN,1,31.7
1001,Troy Murphy,2004-05,GSW,1,34.0
1002,Lamar Odom,2004-05,LAL,1,36.2
1003,Emeka Okafor,2004-05,CHA,1,35.6
1004,Ben Gordon,2004-05,CHI,1,24.5
1005,Quentin Richardson,2004-05,PHX,1,36.0
1006,Jerry Stackhouse,2004-05,DAL,1,28.9
1007,Reggie Miller,2004-05,IND,1,32.0
1008,Tayshaun Prince,2004-05,DET,1,37.1
1009,Rasheed Wallace,2004-05,DET,1,34.1
1010,Drew Gooden,2004-05,CLE,1,30.8
1011,Jason Kidd,2004-05,NJN,2,37.1
1012,Rafer Alston,2004-05,TOR,1,34.0
1013,Lee Nailon,2004-05,NOH,3,29.6
1014,Hedo Turkoglu,2004-05,ORL,1,26.4
1015,Matt Harpring,2004-05,UTA,1,33.1
1016,Chucky Atkins,2004-05,LAL,1,35.5
1017,Andre Miller,2004-05,DEN,1,34.7
1018,Sam Cassell,2004-05,MIN,1,25.8
1019,Mike Miller,2004-05,MEM,1,30.0
1020,Mike Dunleavy,2004-05,GSW,1,32.5
1021,Primoz Brezec,2004-05,CHA,3,31.7
1022,Mehmet Okur,2004-05,UTA,1,28.1
1023,Darius Miles,2004-05,POR,1,26.9
1024,Jeff McInnis,2004-05,CLE,1,34.9
1025,Latrell Sprewell,2004-05,MIN,1,30.6
1026,Eddie Jones,2004-05,MIA,1,35.5
1027,Josh Howard,2004-05,DAL,1,32.2
1028,Morris Peterson,2004-05,TOR,1,30.7
1029,Dan Dickau,2004-05,NOH,1,29.3
1030,Kenny Thomas,2004-05,SAC,1,29.7
1031,Jason Terry,2004-05,DAL,1,30.0
1032,Earl Boykins,2004-05,DEN,1,26.4
1033,Raja Bell,2004-05,UTA,1,28.5
1034,Tim Thomas,2004-05,NYK,1,27.3
1035,Dwight Howard,2004-05,ORL,1,32.7
1036,Marc Jackson,2004-05,PHI,3,24.3
1037,Tony Delk,2004-05,ATL,1,24.1
1038,Derek Fisher,2004-05,GSW,1,30.0
1039,David Wesley,2004-05,HOU,1,34.7
1040,Vladimir Radmanovic,2004-05,SEA,1,29.5
1041,Mike James,2004-05,HOU,1,25.1
1042,Luol Deng,2004-05,CHI,1,27.2
1043,Damon Jones,2004-05,MIA,1,31.4
1044,Ruben Patterson,2004-05,POR,3,28.1
1045,Donyell Marshall,2004-05,TOR,1,25.5
1046,Kyle Korver,2004-05,PHI,1,32.5
1047,Speedy Claxton,2004-05,NOH,1,30.2
1048,Kurt Thomas,2004-05,NYK,3,35.7
1049,Gary Payton,2004-05,BOS,1,33.1
1050,Tyronn Lue,2004-05,ATL,1,28.7
1051,Antonio Daniels,2004-05,SEA,1,27.0
1052,Keith Van Horn,2004-05,DAL,1,24.2
1053,Gerald Wallace,2004-05,CHA,1,30.7
1054,Nick Van Exel,2004-05,POR,1,30.5
1055,Raef LaFrentz,2004-05,BOS,1,27.5
1056,Joe Smith,2004-05,MIL,3,30.7
1057,Udonis Haslem,2004-05,MIA,3,33.5
1058,P.J. Brown,2004-05,NOH,3,34.5
1059,Fred Jones,2004-05,IND,1,29.5
1060,Jim Jackson,2004-05,PHX,0,31.2
1061,Bonzi Wells,2004-05,MEM,1,21.6
1062,Marcus Camby,2004-05,DEN,3,30.6
1063,Corliss Williamson,2004-05,SAC,3,21.3
1064,JR Smith,2004-05,NOH,0,24.5
1065,Bob Sura,2004-05,HOU,1,31.6
1066,Jarvis Hayes,2004-05,WAS,1,28.9
1067,Mo Williams,2004-05,MIL,1,28.3
1068,Jason Williams,2004-05,MEM,1,27.5
1069,Brevin Knight,2004-05,CHA,1,29.5
1070,Josh Childress,2004-05,ATL,0,29.6
1071,Stromile Swift,2004-05,MEM,3,21.3
1072,Luke Ridnour,2004-05,SEA,1,31.4
1073,Nenad Krstic,2004-05,NJN,3,26.2
1074,Shane Battier,2004-05,MEM,1,31.5
1075,Marko Jaric,2004-05,LAC,1,33.2
1076,Chris Mihm,2004-05,LAL,3,25.0
1077,Ben Wallace,2004-05,DET,1,36.1
1078,Josh Smith,2004-05,ATL,3,27.7
1079,Keith Bogans,2004-05,CHA,1,24.3
1080,Lorenzen Wright,2004-05,MEM,3,28.6
1081,Antonio McDyess,2004-05,DET,3,23.4
1082,Nene,2004-05,DEN,3,23.9
1083,Juwan Howard,2004-05,HOU,3,26.6
1084,Jason Hart,2004-05,CHA,1,25.5
1085,Nazr Mohammed,2004-05,SAS,3,25.2
1086,Mickael Pietrus,2004-05,GSW,1,19.9
1087,Mark Blount,2004-05,BOS,3,26.1
1088,Brendan Haywood,2004-05,WAS,3,27.5
1089,Derek Anderson,2004-05,POR,1,26.3
1090,Erick Dampier,2004-05,DAL,3,27.2
1091,Marquis Daniels,2004-05,DAL,1,23.6
1092,Chris Kaman,2004-05,LAC,3,26.0
1093,Andre Iguodala,2004-05,PHI,2,32.7
1094,Brian Cardinal,2004-05,MEM,1,24.7
1095,Austin Croshere,2004-05,IND,3,25.0
1096,Gordan Giricek,2004-05,UTA,0,20.4
1097,Troy Hudson,2004-05,MIN,0,22.1
1098,Jameer Nelson,2004-05,ORL,0,20.4
1099,Jason Kapono,2004-05,CHA,0,18.4
